,Serológica,Antígena,Quimioluminiscencia,id_ubigeo,ubigeo_inei,departamento,provincia,distrito
1753,8579,6824,24,888,090701,HUANCAVELICA,TAYACAJA,PAMPAS
1754,692,718,0,889,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO
1755,35279,40494,125,89,020105,ANCASH,HUARAZ,INDEPENDENCIA
1756,1003,1205,0,890,090703,HUANCAVELICA,TAYACAJA,ACRAQUIA
1757,759,738,0,891,090704,HUANCAVELICA,TAYACAJA,AHUAYCHA
1758,2442,1909,6,892,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA
1759,3711,2464,4,893,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
1760,491,301,0,894,090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA
1761,529,390,1,895,090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA
1762,234,276,1,896,090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO
1763,741,900,4,897,090711,HUANCAVELICA,TAYACAJA,PAZOS
1764,128,208,0,898,090713,HUANCAVELICA,TAYACAJA,QUISHUAR
1765,895,918,2,899,090714,HUANCAVELICA,TAYACAJA,SALCABAMBA
1766,1231,615,0,9,010109,AMAZONAS,CHACHAPOYAS,LA JALCA
1767,1813,3408,4,90,020106,ANCASH,HUARAZ,JANGAS
1768,380,302,0,900,090715,HUANCAVELICA,TAYACAJA,SALCAHUASI
1769,432,442,1,901,090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC
1770,1026,742,0,902,090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA
1771,819,616,0,903,090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU
1772,494,534,0,904,090719,HUANCAVELICA,TAYACAJA,QUICHUAS
1773,549,394,0,905,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA
1774,125,65,0,906,090721,HUANCAVELICA,TAYACAJA,ROBLE
1775,170,287,0,907,090722,HUANCAVELICA,TAYACAJA,PICHOS
1776,84,24,0,908,090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA
1777,56224,46051,160,909,100101,HUANUCO,HUANUCO,HUANUCO
1778,351,262,1,91,020107,ANCASH,HUARAZ,LA LIBERTAD
1779,36071,30868,74,910,100102,HUANUCO,HUANUCO,AMARILIS
1780,2694,2565,3,911,100103,HUANUCO,HUANUCO,CHINCHAO
1781,1018,727,0,912,100104,HUANUCO,HUANUCO,CHURUBAMBA
1782,874,462,0,913,100105,HUANUCO,HUANUCO,MARGOS
1783,1201,772,1,914,100106,HUANUCO,HUANUCO,QUISQUI
1784,913,878,4,915,100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN
1785,198,243,0,916,100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN
1786,2521,2828,5,917,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE
1787,530,447,0,918,100110,HUANUCO,HUANUCO,YARUMAYO
1788,32289,29680,147,919,100111,HUANUCO,HUANUCO,PILLCO MARCA
1789,491,309,0,92,020108,ANCASH,HUARAZ,OLLEROS
1790,606,275,1,920,100112,HUANUCO,HUANUCO,YACUS
1791,1076,1036,3,921,100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO
1792,6503,9980,44,922,100201,HUANUCO,AMBO,AMBO
1793,663,223,0,923,100202,HUANUCO,AMBO,CAYNA
1794,468,126,2,924,100203,HUANUCO,AMBO,COLPAS
1795,874,825,1,925,100204,HUANUCO,AMBO,CONCHAMARCA
1796,1506,1341,7,926,100205,HUANUCO,AMBO,HUACAR
1797,470,161,0,927,100206,HUANUCO,AMBO,SAN FRANCISCO
1798,1292,1402,6,928,100207,HUANUCO,AMBO,SAN RAFAEL
1799,840,1052,14,929,100208,HUANUCO,AMBO,TOMAY KICHWA
1800,176,106,0,93,020109,ANCASH,HUARAZ,PAMPAS
1801,3107,1875,0,930,100301,HUANUCO,DOS DE MAYO,LA UNION
1802,579,343,1,931,100307,HUANUCO,DOS DE MAYO,CHUQUIS
1803,475,362,1,932,100311,HUANUCO,DOS DE MAYO,MARIAS
1804,944,754,0,933,100313,HUANUCO,DOS DE MAYO,PACHAS
1805,487,257,0,934,100316,HUANUCO,DOS DE MAYO,QUIVILLA
1806,930,591,1,935,100317,HUANUCO,DOS DE MAYO,RIPAN
1807,157,72,0,936,100321,HUANUCO,DOS DE MAYO,SHUNQUI
1808,212,202,0,937,100322,HUANUCO,DOS DE MAYO,SILLAPATA
1809,284,68,0,938,100323,HUANUCO,DOS DE MAYO,YANAS
1810,1778,1204,0,939,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
1811,595,1527,3,94,020110,ANCASH,HUARAZ,PARIACOTO
1812,557,295,0,940,100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA
1813,224,47,0,941,100403,HUANUCO,HUACAYBAMBA,COCHABAMBA
1814,793,476,0,942,100404,HUANUCO,HUACAYBAMBA,PINRA
1815,5654,3782,3,943,100501,HUANUCO,HUAMALIES,LLATA
1816,352,73,0,944,100502,HUANUCO,HUAMALIES,ARANCAY
1817,783,552,0,945,100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA
1818,638,388,0,946,100504,HUANUCO,HUAMALIES,JACAS GRANDE
1819,45,26,1,947,100505,HUANUCO,HUAMALIES,JIRCAN
1820,821,227,0,948,100506,HUANUCO,HUAMALIES,MIRAFLORES
1821,1804,1632,0,949,100507,HUANUCO,HUAMALIES,MONZON
1822,1607,1042,0,95,020111,ANCASH,HUARAZ,PIRA
1823,707,139,0,950,100508,HUANUCO,HUAMALIES,PUNCHAO
1824,630,361,0,951,100509,HUANUCO,HUAMALIES,PUÑOS
1825,412,282,0,952,100510,HUANUCO,HUAMALIES,SINGA
1826,328,198,1,953,100511,HUANUCO,HUAMALIES,TANTAMAYO
1827,25343,22849,22,954,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA
1828,733,703,0,955,100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES
1829,542,338,0,956,100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN
1830,3842,2758,11,957,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO
1831,1892,2246,0,958,100605,HUANUCO,LEONCIO PRADO,LUYANDO
1832,1365,1246,0,959,100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN
1833,1354,2137,21,96,020112,ANCASH,HUARAZ,TARICA
1834,284,113,0,960,100607,HUANUCO,LEONCIO PRADO,PUCAYACU
1835,1949,1607,2,961,100608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE
1836,409,452,0,962,100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO
1837,112,76,0,963,100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA
1838,3016,1125,3,964,100701,HUANUCO,MARAÑON,HUACRACHUCO
1839,457,407,0,965,100702,HUANUCO,MARAÑON,CHOLON
1840,586,66,0,966,100703,HUANUCO,MARAÑON,SAN BUENAVENTURA
1841,518,257,0,967,100704,HUANUCO,MARAÑON,LA MORADA
1842,34,37,0,968,100705,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA
1843,2925,2174,3,969,100801,HUANUCO,PACHITEA,PANAO
1844,2145,2561,1,97,020201,ANCASH,AIJA,AIJA
1845,1283,633,0,970,100802,HUANUCO,PACHITEA,CHAGLLA
1846,1191,1630,0,971,100803,HUANUCO,PACHITEA,MOLINO
1847,1243,1108,1,972,100804,HUANUCO,PACHITEA,UMARI
1848,12012,12341,275,973,100901,HUANUCO,PUERTO INCA,PUERTO INCA
1849,1827,944,0,974,100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO
1850,2256,703,0,975,100903,HUANUCO,PUERTO INCA,HONORIA
1851,995,607,0,976,100904,HUANUCO,PUERTO INCA,TOURNAVISTA
1852,2094,463,0,977,100905,HUANUCO,PUERTO INCA,YUYAPICHIS
1853,1331,1012,29,978,101001,HUANUCO,LAURICOCHA,JESUS
1854,615,691,0,979,101002,HUANUCO,LAURICOCHA,BAÑOS
1855,312,410,0,98,020202,ANCASH,AIJA,CORIS
1856,133,201,5,980,101003,HUANUCO,LAURICOCHA,JIVIA
1857,183,45,0,981,101004,HUANUCO,LAURICOCHA,QUEROPALCA
1858,849,437,0,982,101005,HUANUCO,LAURICOCHA,RONDOS
1859,236,49,0,983,101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS
1860,4427,2149,408,984,101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI
1861,1135,747,1,985,101101,HUANUCO,YAROWILCA,CHAVINILLO
1862,150,65,0,986,101102,HUANUCO,YAROWILCA,CAHUAC
1863,123,33,1,987,101103,HUANUCO,YAROWILCA,CHACABAMBA
1864,566,384,0,988,101104,HUANUCO,YAROWILCA,APARICIO POMARES
1865,309,96,0,989,101105,HUANUCO,YAROWILCA,JACAS CHICO
1866,106,118,0,99,020203,ANCASH,AIJA,HUACLLAN
1867,701,360,0,990,101106,HUANUCO,YAROWILCA,OBAS
1868,654,68,0,991,101107,HUANUCO,YAROWILCA,PAMPAMARCA
1869,402,227,0,992,101108,HUANUCO,YAROWILCA,CHORAS
1870,145789,126138,647,993,110101,ICA,ICA,ICA
1871,15029,12811,65,994,110102,ICA,ICA,LA TINGUIÑA
1872,6917,7114,38,995,110103,ICA,ICA,LOS AQUIJES
1873,1714,1274,6,996,110104,ICA,ICA,OCUCAJE
1874,3016,1692,1,997,110105,ICA,ICA,PACHACUTEC
1875,24102,21143,132,998,110106,ICA,ICA,PARCONA
1876,4383,5215,33,999,110107,ICA,ICA,PUEBLO NUEVO
