FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2020-04-24,1,0
2020-04-28,1,0
2020-05-07,0,1
2020-05-14,1,0
2020-05-15,0,1
2020-05-18,1,1
2020-05-21,1,0
2020-05-24,1,0
2020-05-25,0,1
2020-05-29,0,1
2020-06-06,0,1
2020-06-07,1,0
2020-06-09,1,1
2020-06-11,0,1
2020-06-14,1,0
2020-06-17,1,1
2020-06-18,1,0
2020-06-20,0,1
2020-06-23,1,2
2020-06-24,0,2
2020-06-27,0,2
2020-06-28,0,1
2020-06-29,3,1
2020-06-30,0,2
2020-07-01,0,3
2020-07-02,0,1
2020-07-03,0,3
2020-07-04,1,3
2020-07-05,1,0
2020-07-06,0,5
2020-07-07,1,1
2020-07-08,2,3
2020-07-09,0,5
2020-07-10,4,3
2020-07-11,2,3
2020-07-12,1,3
2020-07-13,1,3
2020-07-14,1,6
2020-07-15,3,4
2020-07-16,1,4
2020-07-17,2,2
2020-07-18,1,4
2020-07-19,5,10
2020-07-20,4,11
2020-07-21,1,1
