FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2020-04-01,0,1
2020-04-23,0,1
2020-05-02,0,1
2020-05-05,0,1
2020-05-08,1,0
2020-05-14,0,1
2020-05-16,0,1
2020-05-18,1,2
2020-05-24,0,2
2020-05-25,1,0
2020-05-30,0,1
2020-05-31,0,1
2020-06-02,1,0
2020-06-06,0,1
2020-06-08,1,1
2020-06-12,0,1
2020-06-14,0,1
2020-06-15,0,1
2020-06-16,0,2
2020-06-19,0,1
2020-06-22,2,0
2020-06-23,1,1
2020-06-25,1,1
2020-06-26,1,1
2020-06-27,1,1
2020-06-28,0,1
2020-06-30,1,1
2020-07-02,0,1
2020-07-04,0,2
2020-07-05,1,0
2020-07-07,1,0
2020-07-08,0,1
2020-07-09,1,1
2020-07-10,1,0
2020-07-11,1,4
2020-07-12,1,1
2020-07-13,2,5
2020-07-14,1,0
2020-07-15,0,1
2020-07-16,0,4
2020-07-17,1,5
2020-07-18,0,5
2020-07-19,2,3
2020-07-20,0,6
2020-07-21,4,2
2020-07-22,2,5
2020-07-23,1,6
2020-07-24,1,5
2020-07-25,4,9
2020-07-26,4,11
2020-07-27,4,4
2020-07-28,2,6
2020-07-29,4,6
2020-07-30,5,6
2020-07-31,4,10
2020-08-01,1,8
2020-08-02,3,5
2020-08-03,3,10
2020-08-04,2,11
2020-08-05,4,11
2020-08-06,3,14
2020-08-07,10,7
2020-08-08,4,10
2020-08-09,2,12
2020-08-10,6,13
2020-08-11,4,11
2020-08-12,3,11
2020-08-13,7,13
2020-08-14,5,10
2020-08-15,6,10
2020-08-16,3,5
2020-08-17,5,11
2020-08-18,2,7
2020-08-19,6,3
2020-08-20,2,8
2020-08-21,2,12
2020-08-22,2,7
2020-08-23,3,5
2020-08-24,3,11
2020-08-25,1,10
2020-08-26,1,7
2020-08-27,4,14
2020-08-28,2,10
2020-08-29,2,3
2020-08-30,1,4
2020-08-31,1,8
2020-09-01,1,4
2020-09-02,7,4
2020-09-03,2,5
2020-09-04,2,4
2020-09-05,2,5
2020-09-06,2,4
2020-09-07,2,5
2020-09-08,0,3
2020-09-09,4,0
2020-09-10,1,4
2020-09-11,0,7
2020-09-12,1,3
2020-09-13,1,3
2020-09-14,1,4
2020-09-15,1,4
2020-09-16,2,4
2020-09-17,0,4
2020-09-18,0,3
2020-09-19,2,4
2020-09-20,2,3
2020-09-21,2,3
2020-09-22,2,0
2020-09-24,3,1
2020-09-25,2,0
2020-09-27,0,1
2020-09-28,0,3
2020-09-29,1,1
2020-09-30,1,2
2020-10-01,2,2
2020-10-02,0,1
2020-10-03,0,2
2020-10-05,1,2
2020-10-06,0,1
2020-10-07,0,1
2020-10-08,1,2
2020-10-10,1,0
2020-10-11,0,1
2020-10-14,0,1
2020-10-16,0,1
2020-10-17,0,3
2020-10-18,1,0
2020-10-21,0,1
2020-10-22,0,1
2020-10-23,0,1
2020-10-24,1,1
2020-10-25,1,2
2020-10-26,1,0
2020-10-27,0,1
2020-10-30,0,1
2020-10-31,1,0
2020-11-01,1,0
2020-11-02,1,1
2020-11-03,0,2
2020-11-04,0,3
2020-11-07,1,2
2020-11-10,1,0
2020-11-11,0,1
2020-11-13,1,1
2020-11-14,1,0
2020-11-15,1,0
2020-11-18,2,0
2020-11-19,0,1
2020-11-23,0,1
2020-11-25,0,1
2020-11-26,0,1
2020-11-27,1,0
2020-11-28,1,0
2020-11-29,0,1
2020-12-05,0,1
2020-12-11,1,1
2020-12-12,1,0
2020-12-17,1,0
2020-12-19,0,2
2020-12-21,0,1
2020-12-23,0,1
2020-12-24,1,0
2020-12-26,0,1
2020-12-28,1,2
2020-12-29,1,0
2020-12-30,2,0
2020-12-31,1,2
2021-01-01,0,1
2021-01-03,0,1
2021-01-04,1,1
2021-01-05,0,1
2021-01-06,1,0
2021-01-07,0,1
2021-01-08,2,3
2021-01-09,1,1
2021-01-10,0,1
2021-01-11,0,1
2021-01-12,0,3
2021-01-13,2,8
2021-01-14,3,2
2021-01-15,0,2
2021-01-16,0,1
2021-01-17,2,1
2021-01-18,3,6
2021-01-19,1,4
2021-01-20,2,4
2021-01-21,2,9
2021-01-22,5,3
2021-01-23,2,7
2021-01-24,5,6
2021-01-25,1,7
2021-01-26,3,11
2021-01-27,3,13
2021-01-28,3,4
2021-01-29,5,7
2021-01-30,2,6
2021-01-31,5,8
2021-02-01,4,10
2021-02-02,4,8
2021-02-03,3,6
2021-02-04,6,14
2021-02-05,5,8
2021-02-06,4,9
2021-02-07,3,10
2021-02-08,3,9
2021-02-09,3,7
2021-02-10,2,10
2021-02-11,3,10
2021-02-12,0,13
2021-02-13,2,3
2021-02-14,3,10
2021-02-15,3,6
2021-02-16,5,10
2021-02-17,1,2
2021-02-18,7,6
2021-02-19,6,3
2021-02-20,4,11
2021-02-21,2,9
2021-02-22,3,10
2021-02-23,1,4
2021-02-24,5,7
2021-02-25,3,4
2021-02-26,3,9
2021-02-27,6,8
2021-02-28,2,11
2021-03-01,5,9
2021-03-02,0,7
2021-03-03,1,8
2021-03-04,7,5
2021-03-05,3,7
2021-03-06,3,6
