FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2020-03-16,1,0
2020-04-08,0,1
2020-04-16,0,1
2020-04-17,0,1
2020-04-20,1,0
2020-04-23,2,0
2020-04-28,1,0
2020-05-03,0,1
2020-05-04,1,1
2020-05-05,0,3
2020-05-07,0,1
2020-05-09,0,1
2020-05-11,0,1
2020-05-14,0,1
2020-05-15,0,3
2020-05-16,1,1
2020-05-17,1,0
2020-05-18,1,0
2020-05-19,1,1
2020-05-20,1,1
2020-05-22,0,1
2020-05-24,0,1
2020-05-25,0,1
2020-05-26,0,1
2020-05-27,1,0
2020-05-29,0,3
2020-05-30,1,2
2020-05-31,1,1
2020-06-01,0,2
2020-06-02,1,1
2020-06-03,1,1
2020-06-04,1,1
2020-06-07,1,0
2020-06-08,0,1
2020-06-09,2,2
2020-06-10,2,4
2020-06-12,0,2
2020-06-13,3,2
2020-06-14,1,2
2020-06-15,0,1
2020-06-16,1,2
2020-06-17,1,2
2020-06-18,0,3
2020-06-19,0,1
2020-06-20,1,2
2020-06-21,0,6
2020-06-23,0,1
2020-06-24,0,1
2020-06-25,1,1
2020-06-26,0,3
2020-06-28,0,2
2020-06-29,1,2
2020-06-30,0,3
2020-07-01,1,1
2020-07-03,1,2
2020-07-04,1,2
2020-07-05,1,1
2020-07-06,1,3
2020-07-07,1,4
2020-07-08,0,1
2020-07-09,1,1
2020-07-10,1,3
2020-07-11,1,4
2020-07-12,3,6
2020-07-13,2,3
2020-07-14,2,2
2020-07-15,3,6
2020-07-16,2,6
2020-07-17,1,0
2020-07-18,2,2
2020-07-19,3,2
2020-07-20,3,5
2020-07-21,3,1
