FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2020-03-03,0,1
2020-03-04,0,1
2020-03-29,1,0
2020-03-30,0,1
2020-03-31,0,1
2020-04-05,1,0
2020-04-18,0,1
2020-04-19,1,0
2020-04-20,1,1
2020-04-21,0,1
2020-04-22,0,1
2020-04-27,2,1
2020-04-29,0,1
2020-05-05,2,0
2020-05-07,0,1
2020-05-08,1,2
2020-05-09,1,2
2020-05-10,2,1
2020-05-12,0,1
2020-05-13,0,2
2020-05-14,2,0
2020-05-15,3,1
2020-05-16,1,1
2020-05-17,1,2
2020-05-18,0,2
2020-05-19,0,1
2020-05-20,0,1
2020-05-21,1,0
2020-05-22,1,1
2020-05-23,0,4
2020-05-24,3,1
2020-05-26,2,3
2020-05-27,0,4
2020-05-28,1,2
2020-05-29,0,1
2020-05-30,3,2
2020-05-31,2,5
2020-06-01,3,4
2020-06-02,2,5
2020-06-03,5,6
2020-06-04,1,7
2020-06-05,4,7
2020-06-06,2,13
2020-06-07,2,6
2020-06-08,2,10
2020-06-09,1,11
2020-06-10,4,7
2020-06-11,5,13
2020-06-12,5,15
2020-06-13,8,20
2020-06-14,10,7
2020-06-15,8,18
2020-06-16,9,18
2020-06-17,10,19
2020-06-18,9,9
2020-06-19,8,12
2020-06-20,4,23
2020-06-21,5,15
2020-06-22,8,18
2020-06-23,7,17
2020-06-24,8,17
2020-06-25,8,18
2020-06-26,5,20
2020-06-27,2,19
2020-06-28,7,14
2020-06-29,6,19
2020-06-30,4,18
2020-07-01,5,9
2020-07-02,6,9
2020-07-03,3,9
2020-07-04,8,17
2020-07-05,5,14
2020-07-06,6,3
2020-07-07,4,16
2020-07-08,4,17
2020-07-09,5,6
2020-07-10,9,8
2020-07-11,2,9
2020-07-12,8,13
2020-07-13,2,9
2020-07-14,4,14
2020-07-15,2,14
2020-07-16,3,15
2020-07-17,7,10
2020-07-18,2,6
2020-07-19,0,7
2020-07-20,6,10
2020-07-21,0,2
